Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 1.01) is:   1.01
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.05, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.05, 0.97) is:   0.97
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 1.01) is:   1.01
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.02,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 0.97) is:   0.97
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.02,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 0.97) is:   0.97
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.02,-0.01, 1.01) is:   1.01
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.98) is:   0.98
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.02,-0.05, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 0.99) is:   0.99
Magnitude of ( 0.00,-0.04, 0.99) is:   0.99
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.98) is:   0.98
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.04, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.98) is:   0.98
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 0.97) is:   0.97
Magnitude of ( 0.01,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.98) is:   0.98
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.02,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 0.97) is:   0.97
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.04, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.01) is:   1.01
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.01,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.01,-0.03, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.01,-0.05, 0.98) is:   0.98
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 0.99) is:   0.99
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.01,-0.02, 1.01) is:   1.01
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.02, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.04, 1.00) is:   1.00
Magnitude of ( 0.00,-0.04, 1.00) is:   1.00
Magnitude of (-0.01,-0.05, 0.98) is:   0.98
Magnitude of ( 0.01,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.02, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of (-0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of ( 0.00,-0.03, 0.99) is:   0.99
Magnitude of (-0.01,-0.03, 1.01) is:   1.01
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
Magnitude of ( 0.00,-0.03, 1.00) is:   1.00
